,tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
1642,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,106580000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1643,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1644,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Life Insurance Corporation of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1645,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Mizuho Financial Group,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,refinancing loan,closed,2011.0,8333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1646,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,,Unknown,,,,,loan,closed,2020.0,36710000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1647,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,53753333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1648,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Punjab National Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1649,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Reliance Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2009.0,162938333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1650,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1651,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Standard Chartered Bank,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,refinancing loan,closed,2011.0,138083333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1652,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,117583333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1653,G108833,India,Sasan Ultra Mega Power Project Unit 3,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,United Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1654,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Andhra Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,465000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1655,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1656,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Bank of Baroda,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1657,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Bank of China,Government-owned commercial institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1658,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,China Development Bank,Governmental policy institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1659,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Corporation Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1660,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,DBS Bank,Privately-owned commercial institution,Singapore,SG,1.352083,103.819836,refinancing loan,closed,2011.0,8333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1661,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1662,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Export-Import Bank of the United States,Governmental policy institution,United States,US,37.09024,-95.712891,refinancing loan,closed,2011.0,108333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1663,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,106580000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1664,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1665,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Life Insurance Corporation of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1666,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Mizuho Financial Group,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,refinancing loan,closed,2011.0,8333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1667,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,,Unknown,,,,,loan,closed,2020.0,36710000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1668,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,53753333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1669,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Punjab National Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1670,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Reliance Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2009.0,162938333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1671,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1672,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Standard Chartered Bank,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,refinancing loan,closed,2011.0,138083333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1673,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,117583333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1674,G108834,India,Sasan Ultra Mega Power Project Unit 4,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,United Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1675,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Andhra Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,465000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1676,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1677,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Bank of Baroda,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1678,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Bank of China,Government-owned commercial institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1679,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,China Development Bank,Governmental policy institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1680,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Corporation Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1681,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,DBS Bank,Privately-owned commercial institution,Singapore,SG,1.352083,103.819836,refinancing loan,closed,2011.0,8333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1682,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1683,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Export-Import Bank of the United States,Governmental policy institution,United States,US,37.09024,-95.712891,refinancing loan,closed,2011.0,108333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1684,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,106580000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1685,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1686,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Life Insurance Corporation of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1687,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Mizuho Financial Group,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,refinancing loan,closed,2011.0,8333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1688,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,,Unknown,,,,,loan,closed,2020.0,36710000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1689,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,53753333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1690,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Punjab National Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1691,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Reliance Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2009.0,162938333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1692,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1693,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Standard Chartered Bank,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,refinancing loan,closed,2011.0,138083333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1694,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,117583333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1695,G108835,India,Sasan Ultra Mega Power Project Unit 5,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,United Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1696,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Andhra Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,465000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1697,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1698,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Bank of Baroda,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1699,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Bank of China,Government-owned commercial institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1700,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,China Development Bank,Governmental policy institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1701,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Corporation Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1702,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,DBS Bank,Privately-owned commercial institution,Singapore,SG,1.352083,103.819836,refinancing loan,closed,2011.0,8333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1703,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,refinancing loan,closed,2011.0,46416667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1704,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Export-Import Bank of the United States,Governmental policy institution,United States,US,37.09024,-95.712891,refinancing loan,closed,2011.0,108333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1705,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,106580000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1706,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1707,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Life Insurance Corporation of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1708,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Mizuho Financial Group,Privately-owned commercial institution,Japan,JP,36.204824,138.252924,refinancing loan,closed,2011.0,8333333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1709,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,,Unknown,,,,,loan,closed,2020.0,36710000.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1710,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,53753333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1711,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Punjab National Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1712,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Reliance Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2009.0,162938333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
