,tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
0,G101511,Bangladesh,Banshkhali power station (S Alam) Unit 1,Banshkhali power station (S Alam),Banshkhali power station (S Alam),https://www.gem.wiki/Chittagong_power_station_(S_Alam),612,construction,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2017.0,869500000.0,Shangdong Electric Power Corporation III (SEPCO3),"S Alam Group, SEPCOIII, STG Development Group","S Alam Group, SEPCOIII, STG Development Group",,21.97084,91.88893,23.684994,90.35633100000001
1,G101511,Bangladesh,Banshkhali power station (S Alam) Unit 1,Banshkhali power station (S Alam),Banshkhali power station (S Alam),https://www.gem.wiki/Chittagong_power_station_(S_Alam),612,construction,S. Alam Group,Privately-owned commercial institution,Bangladesh,BD,23.684994,90.35633100000001,equity,closed,2017.0,165250000.0,Shangdong Electric Power Corporation III (SEPCO3),"S Alam Group, SEPCOIII, STG Development Group","S Alam Group, SEPCOIII, STG Development Group",,21.97084,91.88893,23.684994,90.35633100000001
2,G101511,Bangladesh,Banshkhali power station (S Alam) Unit 1,Banshkhali power station (S Alam),Banshkhali power station (S Alam),https://www.gem.wiki/Chittagong_power_station_(S_Alam),612,construction,Shangdong Electric Power Corporation III (SEPCO3),Government-owned commercial institution,China,CN,35.86166,104.195397,equity,closed,2017.0,165250000.0,Shangdong Electric Power Corporation III (SEPCO3),"S Alam Group, SEPCOIII, STG Development Group","S Alam Group, SEPCOIII, STG Development Group",,21.97084,91.88893,23.684994,90.35633100000001
3,G101512,Bangladesh,Banshkhali power station (S Alam) Unit 2,Banshkhali power station (S Alam),Banshkhali power station (S Alam),https://www.gem.wiki/Chittagong_power_station_(S_Alam),612,construction,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2017.0,869500000.0,Shangdong Electric Power Corporation III (SEPCO3),"S Alam Group, SEPCOIII, STG Development Group","S Alam Group, SEPCOIII, STG Development Group",,21.97907,91.88894,23.684994,90.35633100000001
4,G101512,Bangladesh,Banshkhali power station (S Alam) Unit 2,Banshkhali power station (S Alam),Banshkhali power station (S Alam),https://www.gem.wiki/Chittagong_power_station_(S_Alam),612,construction,S. Alam Group,Privately-owned commercial institution,Bangladesh,BD,23.684994,90.35633100000001,equity,closed,2017.0,165250000.0,Shangdong Electric Power Corporation III (SEPCO3),"S Alam Group, SEPCOIII, STG Development Group","S Alam Group, SEPCOIII, STG Development Group",,21.97907,91.88894,23.684994,90.35633100000001
5,G101512,Bangladesh,Banshkhali power station (S Alam) Unit 2,Banshkhali power station (S Alam),Banshkhali power station (S Alam),https://www.gem.wiki/Chittagong_power_station_(S_Alam),612,construction,Shangdong Electric Power Corporation III (SEPCO3),Government-owned commercial institution,China,CN,35.86166,104.195397,equity,closed,2017.0,165250000.0,Shangdong Electric Power Corporation III (SEPCO3),"S Alam Group, SEPCOIII, STG Development Group","S Alam Group, SEPCOIII, STG Development Group",,21.97907,91.88894,23.684994,90.35633100000001
6,G100600,Bangladesh,Barapukuria Coal Power Plant Unit 3,Barapukuria Coal Power Plant,Barapukuria Coal Power Plant,https://www.gem.wiki/Barapukuria_Coal_Power_Plant,275,operating,Government of Bangladesh,Governmental policy institution,Bangladesh,BD,23.684994,90.35633100000001,equity,closed,2014.0,106520000.0,GE and China National Machinery and Equipment Import and Export Corporation,Bangladesh Power Development Board,Bangladesh Power Development Board,,25.55344,88.95048,23.684994,90.35633100000001
7,G100600,Bangladesh,Barapukuria Coal Power Plant Unit 3,Barapukuria Coal Power Plant,Barapukuria Coal Power Plant,https://www.gem.wiki/Barapukuria_Coal_Power_Plant,275,operating,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2014.0,224000000.0,GE and China National Machinery and Equipment Import and Export Corporation,Bangladesh Power Development Board,Bangladesh Power Development Board,,25.55344,88.95048,23.684994,90.35633100000001
8,G113488,Bangladesh,Barisal power station Unit 1,Barisal power station,Barisal power station,https://www.gem.wiki/Barisal_power_station,350,construction,PowerChina,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,closed,2021.0,,PowerChina,"ISO Tech Group, Power China Resources","ISO Tech Group, Power China Resources",,21.96104,90.06271,23.684994,90.35633100000001
9,G113488,Bangladesh,Barisal power station Unit 1,Barisal power station,Barisal power station,https://www.gem.wiki/Barisal_power_station,350,construction,Bank of China,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2021.0,,PowerChina,"ISO Tech Group, Power China Resources","ISO Tech Group, Power China Resources",,21.96104,90.06271,23.684994,90.35633100000001
10,G113488,Bangladesh,Barisal power station Unit 1,Barisal power station,Barisal power station,https://www.gem.wiki/Barisal_power_station,350,construction,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2021.0,,PowerChina,"ISO Tech Group, Power China Resources","ISO Tech Group, Power China Resources",,21.96104,90.06271,23.684994,90.35633100000001
11,G113488,Bangladesh,Barisal power station Unit 1,Barisal power station,Barisal power station,https://www.gem.wiki/Barisal_power_station,350,construction,,Unknown,,,,,loan,closed,2021.0,,PowerChina,"ISO Tech Group, Power China Resources","ISO Tech Group, Power China Resources",,21.96104,90.06271,23.684994,90.35633100000001
12,G114243,Bangladesh,Barisal power station Unit 2,Barisal power station,Barisal power station,https://www.gem.wiki/Barisal_power_station,350,announced,PowerChina,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,PowerChina,"ISO Tech Group, Power China Resources","ISO Tech Group, Power China Resources",,21.96104,90.06271,23.684994,90.35633100000001
13,G102964,Bangladesh,Gazaria power station (Orion),Gazaria power station (Orion),Gazaria power station (Orion),https://www.gem.wiki/Gazaria_power_station_(Orion),700,pre-permit,Orion Group,Privately-owned commercial institution,Bangladesh,BD,23.684994,90.35633100000001,loan,financing,,435000000.0,,Orion Power Unit-2 Dhaka Limited,"Orion Group, Fujian Zhongde Energy, Firstgen Energy FZE",,23.61095,90.59335,23.684994,90.35633100000001
14,G102964,Bangladesh,Gazaria power station (Orion),Gazaria power station (Orion),Gazaria power station (Orion),https://www.gem.wiki/Gazaria_power_station_(Orion),700,pre-permit,Janata Bank,Government-owned commercial institution,Bangladesh,BD,23.684994,90.35633100000001,loan,financing,,435000000.0,,,,,,,23.684994,90.35633100000001
15,G102964,Bangladesh,Gazaria power station (Orion),Gazaria power station (Orion),Gazaria power station (Orion),https://www.gem.wiki/Gazaria_power_station_(Orion),700,pre-permit,Argani Bank,Government-owned commercial institution,Bangladesh,BD,23.684994,90.35633100000001,equity,financing,,217500000.0,,,,,,,23.684994,90.35633100000001
16,G106718,Bangladesh,Matarbari power station Unit 1,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2014.0,196500000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
17,G106718,Bangladesh,Matarbari power station Unit 1,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2016.0,179000000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
18,G106718,Bangladesh,Matarbari power station Unit 1,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2017.0,50500000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
19,G106718,Bangladesh,Matarbari power station Unit 1,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2018.0,304000000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
20,G106718,Bangladesh,Matarbari power station Unit 1,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2020.0,665000000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
21,G106719,Bangladesh,Matarbari power station Unit 2,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2014.0,196500000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
22,G106719,Bangladesh,Matarbari power station Unit 2,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2016.0,179000000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
23,G106719,Bangladesh,Matarbari power station Unit 2,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2017.0,50500000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
24,G106719,Bangladesh,Matarbari power station Unit 2,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2018.0,304000000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
25,G106719,Bangladesh,Matarbari power station Unit 2,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,construction,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,closed,2020.0,665000000.0,"Sumitomo Corporation, Toshiba Corporation, and IHI Corporation",Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
26,G114222,Bangladesh,Matarbari power station Unit 3,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,announced,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,financing,,,Sumitomo Corporation,Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
27,G114223,Bangladesh,Matarbari power station Unit 4,Matarbari power station,Matarbari power station,https://www.gem.wiki/Matarbari_power_station,600,announced,Japan International Cooperation Agency,Governmental policy institution,Japan,JP,36.204824,138.252924,loan,financing,,,Sumitomo Corporation,Coal Power Generation Company Bangladesh,CPGCBL,,21.70184,91.8834,23.684994,90.35633100000001
28,G107884,Bangladesh,Patuakhali power station (RPCL/NORINCO) Unit 1,Patuakhali power station (RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),660,construction,Bank of China,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,437500000.0,"Tianjin Electric Power Construction Co. Ltd., China Huadian Engineering Co., Ltd and China Wanbao Engineering Corporation",Rural Power Company Limited and NORINCO,"NORINCO, Rural Power Company Limited",,22.02779,90.27767,23.684994,90.35633100000001
29,G107884,Bangladesh,Patuakhali power station (RPCL/NORINCO) Unit 1,Patuakhali power station (RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),https://www.gem.wiki/Patuakhali_power_station_(BCPCL),660,construction,Bank of China,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,437500000.0,"Tianjin Electric Power Construction Co. Ltd., China Huadian Engineering Co., Ltd and China Wanbao Engineering Corporation",Rural Power Company Limited and NORINCO,"NORINCO, Rural Power Company Limited",,22.02779,90.27767,23.684994,90.35633100000001
30,G107884,Bangladesh,Patuakhali power station (RPCL/NORINCO) Unit 1,Patuakhali power station (RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),660,construction,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,financing,,437500000.0,"Tianjin Electric Power Construction Co. Ltd., China Huadian Engineering Co., Ltd and China Wanbao Engineering Corporation",Rural Power Company Limited and NORINCO,"NORINCO, Rural Power Company Limited",,22.02779,90.27767,23.684994,90.35633100000001
31,G107884,Bangladesh,Patuakhali power station (RPCL/NORINCO) Unit 1,Patuakhali power station (RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),https://www.gem.wiki/Patuakhali_power_station_(BCPCL),660,construction,RPCL-NORINCO Intl Power Limited,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,375000000.0,"Tianjin Electric Power Construction Co. Ltd., China Huadian Engineering Co., Ltd and China Wanbao Engineering Corporation",Rural Power Company Limited and NORINCO,"NORINCO, Rural Power Company Limited",,22.02779,90.27767,23.684994,90.35633100000001
32,G107884,Bangladesh,Patuakhali power station (RPCL/NORINCO) Unit 1,Patuakhali power station (RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),https://www.gem.wiki/Patuakhali_power_station_(BCPCL),660,construction,RPCL-NORINCO Intl Power Limited,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,375000000.0,"Tianjin Electric Power Construction Co. Ltd., China Huadian Engineering Co., Ltd and China Wanbao Engineering Corporation",Rural Power Company Limited and NORINCO,"NORINCO, Rural Power Company Limited",,22.02779,90.27767,23.684994,90.35633100000001
33,G107885,Bangladesh,Patuakhali power station (RPCL/NORINCO) Unit 2,Patuakhali power station (RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),https://www.gem.wiki/Patuakhali_power_station_(BCPCL),660,construction,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,financing,,437500000.0,"Tianjin Electric Power Construction Co. Ltd., China Huadian Engineering Co., Ltd and China Wanbao Engineering Corporation",Rural Power Company Limited and NORINCO,"NORINCO, Rural Power Company Limited",,22.02779,90.27767,23.684994,90.35633100000001
34,G105462,Bangladesh,Payra-1 power station (BCPCL) Unit 1,Payra power station (BCPCL),Payra power station (BCPCL),https://www.gem.wiki/Payra_power_station,660,operating,Bangladesh-China Power Company Limited,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,closed,2016.0,407500000.0,"Northeast No 1 Electric Power Construction (NEPC1), China National Energy Engineering and Construction Co. Ltd. (CECC)",Bangladesh-China Power Company Limited (BCPCL),"CMC, Bangladesh Power Development Board",,22.00197,90.30821,23.684994,90.35633100000001
35,G105462,Bangladesh,Payra-1 power station (BCPCL) Unit 1,Payra power station (BCPCL),Payra power station (BCPCL),https://www.gem.wiki/Payra_power_station,660,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2016.0,950000000.0,"Northeast No 1 Electric Power Construction (NEPC1), China National Energy Engineering and Construction Co. Ltd. (CECC)",Bangladesh-China Power Company Limited (BCPCL),"CMC, Bangladesh Power Development Board",,22.00197,90.30821,23.684994,90.35633100000001
36,G105462,Bangladesh,Payra-1 power station (BCPCL) Unit 2,Payra power station (BCPCL),Payra power station (BCPCL),https://www.gem.wiki/Payra_power_station,660,operating,Bangladesh-China Power Company Limited,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,closed,2016.0,407500000.0,"Northeast No 1 Electric Power Construction (NEPC1), China National Energy Engineering and Construction Co. Ltd. (CECC)",Bangladesh-China Power Company Limited (BCPCL),"CMC, Bangladesh Power Development Board",,22.00197,90.30821,23.684994,90.35633100000001
37,G105462,Bangladesh,Payra-1 power station (BCPCL) Unit 2,Payra power station (BCPCL),Payra power station (BCPCL),https://www.gem.wiki/Payra_power_station,660,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2016.0,950000000.0,"Northeast No 1 Electric Power Construction (NEPC1), China National Energy Engineering and Construction Co. Ltd. (CECC)",Bangladesh-China Power Company Limited (BCPCL),"CMC, Bangladesh Power Development Board",,22.00197,90.30821,23.684994,90.35633100000001
38,G105463,Bangladesh,Payra-2 power station (BCPCL) Unit 1,Payra power station (BCPCL),Payra power station (BCPCL),https://www.gem.wiki/Payra_power_station,660,pre-permit,Bangladesh-China Power Company Limited,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,"Northeast No 1 Electric Power Construction (NEPC1), China National Energy Engineering and Construction Co. Ltd. (CECC)",Bangladesh-China Power Company Limited (BCPCL),"CMC, Bangladesh Power Development Board",,21.986667,90.241667,23.684994,90.35633100000001
39,G105463,Bangladesh,Payra-2 power station (BCPCL) Unit 1,Payra power station (BCPCL),Payra power station (BCPCL),https://www.gem.wiki/Payra_power_station,660,pre-permit,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,financing,,,"Northeast No 1 Electric Power Construction (NEPC1), China National Energy Engineering and Construction Co. Ltd. (CECC)",Bangladesh-China Power Company Limited (BCPCL),"CMC, Bangladesh Power Development Board",,21.986667,90.241667,23.684994,90.35633100000001
40,G105464,Bangladesh,Payra-2 power station (BCPCL) Unit 2,Payra power station (BCPCL),Payra power station (BCPCL),https://www.gem.wiki/Payra_power_station,660,pre-permit,Bangladesh-China Power Company Limited,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,"Northeast No 1 Electric Power Construction (NEPC1), China National Energy Engineering and Construction Co. Ltd. (CECC)",Bangladesh-China Power Company Limited (BCPCL),"CMC, Bangladesh Power Development Board",,21.986667,90.241667,23.684994,90.35633100000001
41,G105464,Bangladesh,Payra-2 power station (BCPCL) Unit 2,Payra power station (BCPCL),Payra power station (BCPCL),https://www.gem.wiki/Payra_power_station,660,pre-permit,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,financing,,,"Northeast No 1 Electric Power Construction (NEPC1), China National Energy Engineering and Construction Co. Ltd. (CECC)",Bangladesh-China Power Company Limited (BCPCL),"CMC, Bangladesh Power Development Board",,21.986667,90.241667,23.684994,90.35633100000001
42,G114019,Bangladesh,Phulbari Coal Project (China Gezhouba) Unit 1,Phulbari Coal Project (China Gezhouba),Phulbari Coal Project (China Gezhouba),https://www.gem.wiki/Phulbari_Coal_Project_(China_Gezhouba),1000,announced,China Gezhouba Group,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,China Gezhouba Group International Engineering,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
43,G114019,Bangladesh,Phulbari Coal Project (China Gezhouba) Unit 1,Phulbari Coal Project (China Gezhouba),Phulbari Coal Project (China Gezhouba),https://www.gem.wiki/Phulbari_Coal_Project_(China_Gezhouba),1000,announced,GCM Resources,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,equity,financing,,,China Gezhouba Group International Engineering,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
44,G114019,Bangladesh,Phulbari Coal Project (China Gezhouba) Unit 1,Phulbari Coal Project (China Gezhouba),Phulbari Coal Project (China Gezhouba),https://www.gem.wiki/Phulbari_Coal_Project_(China_Gezhouba),1000,announced,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,China Gezhouba Group International Engineering,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
45,G114245,Bangladesh,Phulbari Coal Project (China Gezhouba) Unit 2,Phulbari Coal Project (China Gezhouba),Phulbari Coal Project (China Gezhouba),https://www.gem.wiki/Phulbari_Coal_Project_(China_Gezhouba),1000,announced,China Gezhouba Group,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,China Gezhouba Group International Engineering,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
46,G114245,Bangladesh,Phulbari Coal Project (China Gezhouba) Unit 2,Phulbari Coal Project (China Gezhouba),Phulbari Coal Project (China Gezhouba),https://www.gem.wiki/Phulbari_Coal_Project_(China_Gezhouba),1000,announced,GCM Resources,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,equity,financing,,,China Gezhouba Group International Engineering,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
47,G114245,Bangladesh,Phulbari Coal Project (China Gezhouba) Unit 2,Phulbari Coal Project (China Gezhouba),Phulbari Coal Project (China Gezhouba),https://www.gem.wiki/Phulbari_Coal_Project_(China_Gezhouba),1000,announced,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,China Gezhouba Group International Engineering,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
48,G114020,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 1,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,GCM Resources,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,equity,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
49,G114020,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 1,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,Sinohydro,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
50,G114020,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 1,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
51,G114246,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 2,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,GCM Resources,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,equity,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
52,G114246,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 2,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,Sinohydro,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
53,G114246,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 2,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
54,G114247,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 3,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,GCM Resources,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,equity,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
55,G114247,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 3,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,Sinohydro,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
56,G114247,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 3,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
57,G114248,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 4,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,GCM Resources,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,equity,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
58,G114248,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 4,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,Sinohydro,Government-owned commercial institution,China,CN,35.86166,104.195397,equity,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
59,G114248,Bangladesh,Phulbari Coal Project (Sinohydro) Unit 4,Phulbari Coal Project (Sinohydro),Phulbari Coal Project (Sinohydro),https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),1000,announced,TBD,Unknown,China,CN,35.86166,104.195397,loan,financing,,,Sinohydro,GCM Resources,GCM Resources,,25.94687,89.55324,23.684994,90.35633100000001
60,G108473,Bangladesh,Rampal power station Unit 1,Rampal power station,Rampal power station,https://www.gem.wiki/Rampal_power_station,660,construction,Bangladesh Power Development Board,Governmental policy institution,Bangladesh,BD,23.684994,90.35633100000001,equity,closed,2017.0,100000000.0,,Bangladesh India Friendship Power,"Bangladesh Power Development Board, NTPC",,22.59246,89.55643,23.684994,90.35633100000001
61,G108473,Bangladesh,Rampal power station Unit 1,Rampal power station,Rampal power station,https://www.gem.wiki/Rampal_power_station,660,construction,Export-Import Bank of India,Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2017.0,800000000.0,,Bangladesh India Friendship Power,"Bangladesh Power Development Board, NTPC",,22.59246,89.55643,23.684994,90.35633100000001
62,G108473,Bangladesh,Rampal power station Unit 1,Rampal power station,Rampal power station,https://www.gem.wiki/Rampal_power_station,660,construction,NTPC,Government-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2017.0,100000000.0,,Bangladesh India Friendship Power,"Bangladesh Power Development Board, NTPC",,22.59246,89.55643,23.684994,90.35633100000001
63,G108474,Bangladesh,Rampal power station Unit 2,Rampal power station,Rampal power station,https://www.gem.wiki/Rampal_power_station,660,construction,Bangladesh Power Development Board,Governmental policy institution,Bangladesh,BD,23.684994,90.35633100000001,equity,closed,2017.0,100000000.0,,Bangladesh India Friendship Power,"Bangladesh Power Development Board, NTPC",,22.59246,89.55643,23.684994,90.35633100000001
64,G108474,Bangladesh,Rampal power station Unit 2,Rampal power station,Rampal power station,https://www.gem.wiki/Rampal_power_station,660,construction,Export-Import Bank of India,Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2017.0,800000000.0,,Bangladesh India Friendship Power,"Bangladesh Power Development Board, NTPC",,22.59246,89.55643,23.684994,90.35633100000001
