tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
G100007,Russia,Abakan power station Unit 4,Abakan power station,Abakan power station,https://www.gem.wiki/Abakan_power_station,136,operating,Eurasian Development Bank,Governmental policy institution,International,#N/A,#N/A,#N/A,loan,closed,2012,123106304,,,SUEK,Abakan,53.71913,91.32308,61.52401,105.318756
G107820,India,Adani Godda power station Unit 1,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Adani_Godda_power_station,800,construction,Adani Group,Privately-owned commercial institution,corporate,#N/A,#N/A,#N/A,equity,closed,2019,101500000,SEPCO-3,,Adani Group,Godda,24.81411,87.13546,20.593684,78.96288
G107821,India,Adani Godda power station Unit 2,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Adani_Godda_power_station,800,construction,Adani Group,Privately-owned commercial institution,corporate,#N/A,#N/A,#N/A,equity,closed,2019,101500000,SEPCO-3,,Adani Group,Godda,24.81411,87.13546,20.593684,78.96288
G107820,India,Adani Godda power station Unit 1,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Adani_Godda_power_station,800,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2019,350000000,SEPCO-3,,Adani Group,Godda,24.81411,87.13546,20.593684,78.96288
G107821,India,Adani Godda power station Unit 2,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Adani_Godda_power_station,800,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2019,350000000,SEPCO-3,,Adani Group,Godda,24.81411,87.13546,20.593684,78.96288
G107820,India,Adani Godda power station Unit 1,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Adani_Godda_power_station,800,construction,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2019,350000000,SEPCO-3,,Adani Group,Godda,24.81411,87.13546,20.593684,78.96288
G107821,India,Adani Godda power station Unit 2,Adani Godda power station,Adani Godda power station,https://www.gem.wiki/Adani_Godda_power_station,800,construction,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2019,350000000,SEPCO-3,,Adani Group,Godda,24.81411,87.13546,20.593684,78.96288
G100041,India,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2012,112998676,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100042,India,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2012,112998676,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100041,India,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100042,India,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100043,India,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100044,India,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100045,India,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100046,India,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Industrial Development Bank of India (IDBI),Governmental policy institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100041,India,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100042,India,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100043,India,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100044,India,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100045,India,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100046,India,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2012,56499338,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100041,India,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012,89042409,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100042,India,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012,89042409,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100043,India,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012,89042409,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100044,India,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012,89042409,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100045,India,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012,89042409,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100046,India,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,Hindalco Industries Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2012,89042409,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100043,India,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2012,112998676,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100044,India,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2012,112998676,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100045,India,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2012,112998676,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G100046,India,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Aditya Aluminium power station,https://www.gem.wiki/Aditya_Aluminium_power_station,150,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2012,112998676,,,Aditya Birla Group,Sambalpur,21.74007,84.06059,20.593684,78.96288
G114022,Türkiye,Afşin-Elbistan power stations Unit C1,Afşin-Elbistan power stations,Afşin-Elbistan power stations,https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations,600,pre-permit,TBD,Unknown,China,CN,35.86166,104.195397,equity,financing,,,,,EÜAŞ,Afşin,38.35082,37.00706,38.963745,35.243322
G114522,Türkiye,Afşin-Elbistan power stations Unit C2,Afşin-Elbistan power stations,Afşin-Elbistan power stations,https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations,600,pre-permit,TBD,Unknown,China,CN,35.86166,104.195397,equity,financing,,,,,EÜAŞ,Afşin,38.35082,37.00706,38.963745,35.243322
G114523,Türkiye,Afşin-Elbistan power stations Unit C3,Afşin-Elbistan power stations,Afşin-Elbistan power stations,https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations,600,pre-permit,TBD,Unknown,China,CN,35.86166,104.195397,equity,financing,,,,,EÜAŞ,Afşin,38.35082,37.00706,38.963745,35.243322
G100246,South Korea,Anin power station Unit 1,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2018,1805047786,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100247,South Korea,Anin power station Unit 2,Anin power station,Anin power station,https://www.gem.wiki/Anin_power_station,1040,construction,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2018,1805047786,,,KEPCO,,37.73316,128.9794,35.907757,127.766922
G100166,India,"Amravati Thermal Power Project Phase I, Unit 1",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015,7568000,,,RattanIndia Power,Amravati,21.08032,77.90124,20.593684,78.96288
G100167,India,"Amravati Thermal Power Project Phase I, Unit 2",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015,7568000,,,RattanIndia Power,Amravati,21.08032,77.90124,20.593684,78.96288
G100168,India,"Amravati Thermal Power Project Phase I, Unit 3",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015,7568000,,,RattanIndia Power,Amravati,21.08032,77.90124,20.593684,78.96288
G100169,India,"Amravati Thermal Power Project Phase I, Unit 4",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015,7568000,,,RattanIndia Power,Amravati,21.08032,77.90124,20.593684,78.96288
G100170,India,"Amravati Thermal Power Project Phase I, Unit 5",Amravati Thermal Power Project,Amravati Thermal Power Project,https://www.gem.wiki/Amravati_Thermal_Power_Project,270,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015,7568000,,,RattanIndia Power,Amravati,21.08032,77.90124,20.593684,78.96288
G100478,Philippines,Balingasag power station Unit 1,Balingasag power station,Balingasag power station,https://www.gem.wiki/Balingasag_power_station,55,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2014,N/A,,,"Cayagan Electric Power & Light (60%), Vivant Corp (40%)",Misamis Oriental,8.766,124.767,12.879721,121.774017
G100479,Philippines,Balingasag power station Unit 2,Balingasag power station,Balingasag power station,https://www.gem.wiki/Balingasag_power_station,55,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2014,N/A,,,"Cayagan Electric Power & Light (60%), Vivant Corp (40%)",Misamis Oriental,8.766,124.767,12.879721,121.774017
G100188,Vietnam,An Khanh - Bac Giang power station Unit 1,An Khanh - Bac Giang power station,An Khanh - Bac Giang power station,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,325,pre-permit,China Development Bank,Governmental policy institution,China,CN,35.86166,104.195397,loan,financing,,,,,"Shenzhen Energy Group, China Energy Engineering Corporation, China Power Engineering Consulting Group North China Electric Power Design Institute Co., Ltd.",Luc Nam,21.23238,106.3538,14.058324,108.277199
G100189,Vietnam,An Khanh - Bac Giang power station Unit 2,An Khanh - Bac Giang power station,An Khanh - Bac Giang power station,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,325,pre-permit,China Development Bank,Governmental policy institution,China,CN,35.86166,104.195397,loan,financing,,,,,"Shenzhen Energy Group, China Energy Engineering Corporation, China Power Engineering Consulting Group North China Electric Power Design Institute Co., Ltd.",Luc Nam,21.23238,106.3538,14.058324,108.277199
G100188,Vietnam,An Khanh - Bac Giang power station Unit 1,An Khanh - Bac Giang power station,An Khanh - Bac Giang power station,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,325,pre-permit,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,,,,"Shenzhen Energy Group, China Energy Engineering Corporation, China Power Engineering Consulting Group North China Electric Power Design Institute Co., Ltd.",Luc Nam,21.23238,106.3538,14.058324,108.277199
G100189,Vietnam,An Khanh - Bac Giang power station Unit 2,An Khanh - Bac Giang power station,An Khanh - Bac Giang power station,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,325,pre-permit,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,,,,"Shenzhen Energy Group, China Energy Engineering Corporation, China Power Engineering Consulting Group North China Electric Power Design Institute Co., Ltd.",Luc Nam,21.23238,106.3538,14.058324,108.277199
G100190,Vietnam,An Khanh power station Phase 1 Unit 1,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,An Khanh Electricity,Privately-owned commercial institution,Vietnam,VN,14.058324,108.277199,equity,closed,2011,12500000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100191,Vietnam,An Khanh power station Phase 1 Unit 2,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,An Khanh Electricity,Privately-owned commercial institution,Vietnam,VN,14.058324,108.277199,equity,closed,2011,12500000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100190,Vietnam,An Khanh power station Phase 1 Unit 1,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,Bank for Investment and Development of Vietnam,Government-owned commercial institution,Vietnam,VN,14.058324,108.277199,loan,closed,2011,12500000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100191,Vietnam,An Khanh power station Phase 1 Unit 2,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,Bank for Investment and Development of Vietnam,Government-owned commercial institution,Vietnam,VN,14.058324,108.277199,loan,closed,2011,12500000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100190,Vietnam,An Khanh power station Phase 1 Unit 1,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,Bank of China,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2011,17875000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100191,Vietnam,An Khanh power station Phase 1 Unit 2,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,Bank of China,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2011,17875000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100190,Vietnam,An Khanh power station Phase 1 Unit 1,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,China Bank of Communications,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2011,17875000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100191,Vietnam,An Khanh power station Phase 1 Unit 2,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,China Bank of Communications,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2011,17875000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100190,Vietnam,An Khanh power station Phase 1 Unit 1,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,China Construction Bank,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2011,17875000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100191,Vietnam,An Khanh power station Phase 1 Unit 2,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,China Construction Bank,Government-owned commercial institution,China,CN,35.86166,104.195397,loan,closed,2011,17875000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100190,Vietnam,An Khanh power station Phase 1 Unit 1,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2011,17875000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100191,Vietnam,An Khanh power station Phase 1 Unit 2,An Khanh power station,An Khanh power station,https://www.gem.wiki/An_Khanh_power_station,50,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2011,17875000,,,An Khanh Group,Dai Tu,21.59691,105.7666,14.058324,108.277199
G100211,Uzbekistan,Angren power station Unit 9,Angren power station,Angren power station,https://www.gem.wiki/Angren_power_station,150,operating,Uzbekenergo,Government-owned commercial institution,Uzbekistan,UZ,41.377491,64.585262,equity,closed,2013,75100000,,,Ministry of Finance of the Republic of Uzbekistan,Okhangaron,41.0049,70.1228,41.377491,64.585262
G100211,Uzbekistan,Angren power station Unit 9,Angren power station,Angren power station,https://www.gem.wiki/Angren_power_station,150,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2013,165600000,,,Ministry of Finance of the Republic of Uzbekistan,Okhangaron,41.0049,70.1228,41.377491,64.585262
G100480,Philippines,Balingasag power station Unit 3,Balingasag power station,Balingasag power station,https://www.gem.wiki/Balingasag_power_station,55,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2014,N/A,,,"Cayagan Electric Power & Light (60%), Vivant Corp (40%)",Misamis Oriental,8.766,124.767,12.879721,121.774017
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Larsen & Toubro,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Larsen & Toubro,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Larsen & Toubro,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Larsen & Toubro,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011,12347500,,,Jindal Group,Angul,20.89247,84.99039,20.593684,78.96288
