tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
G102627,India,EMCO Energy Warora Power Project Unit 1,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,Corporation Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,27535000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102628,India,EMCO Energy Warora Power Project Unit 2,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,Corporation Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,27535000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102627,India,EMCO Energy Warora Power Project Unit 1,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,30840000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102628,India,EMCO Energy Warora Power Project Unit 2,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,30840000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102627,India,EMCO Energy Warora Power Project Unit 1,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,United Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,36345000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102628,India,EMCO Energy Warora Power Project Unit 2,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,United Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,36345000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102628,India,EMCO Energy Warora Power Project Unit 2,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,Andhra Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,44055000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102627,India,EMCO Energy Warora Power Project Unit 1,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,44055000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102628,India,EMCO Energy Warora Power Project Unit 2,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,44055000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102627,India,EMCO Energy Warora Power Project Unit 1,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,Union Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,49560000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102628,India,EMCO Energy Warora Power Project Unit 2,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,Union Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,49560000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102627,India,EMCO Energy Warora Power Project Unit 1,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,GMR Group,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2010,95820000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102628,India,EMCO Energy Warora Power Project Unit 2,EMCO Energy Warora Power Project,EMCO Energy Warora Power Project,https://www.gem.wiki/EMCO_Energy_Warora_Power_Project,300,operating,GMR Group,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2010,95820000,,,GMR Group,Chandrapur,20.27966,78.97535,20.593684,78.96288
G102651,India,Ennore SEZ Super Critical Thermal Power Project (Vayalur) Unit 1,Ennore SEZ Super Critical Thermal Power Project (Vayalur),Ennore SEZ Super Critical Thermal Power Project (Vayalur),https://www.gem.wiki/Ennore_SEZ_Super_Critical_Thermal_Power_Project_(Vayalur),660,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,522607262,Bharat Heavy Electricals (BHEL),,TANGEDCO,Thiruvallur,13.29167,80.30972,20.593684,78.96288
G102652,India,Ennore SEZ Super Critical Thermal Power Project (Vayalur) Unit 2,Ennore SEZ Super Critical Thermal Power Project (Vayalur),Ennore SEZ Super Critical Thermal Power Project (Vayalur),https://www.gem.wiki/Ennore_SEZ_Super_Critical_Thermal_Power_Project_(Vayalur),660,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,522607262,Bharat Heavy Electricals (BHEL),,TANGEDCO,Thiruvallur,13.29167,80.30972,20.593684,78.96288
G102658,India,Ennore Thermal Power Station Unit 6 (expansion),Ennore Thermal Power Station,Ennore Thermal Power Station,https://www.gem.wiki/Ennore_Thermal_Power_Station,660,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,910000000,,,TANGEDCO,Thiruvallur,13.19802,80.31043,20.593684,78.96288
G102675,Mongolia,Erdenet power station ,Erdenet power station,Erdenet power station,https://www.gem.wiki/Erdenet_power_station,50,operating,Mongolia Development Bank,Governmental policy institution,Mongolia,MN,46.862496,103.846656,loan,closed,2016,600000,,,Ministry of Mineral Resources and Energy,,49.0408,104.098,46.862496,103.846656
G102675,Mongolia,Erdenet power station ,Erdenet power station,Erdenet power station,https://www.gem.wiki/Erdenet_power_station,50,operating,Mongolian Ministry of Finance,Governmental policy institution,Mongolia,MN,46.862496,103.846656,equity,closed,2016,600000,,,Ministry of Mineral Resources and Energy,,49.0408,104.098,46.862496,103.846656
G102675,Mongolia,Erdenet power station ,Erdenet power station,Erdenet power station,https://www.gem.wiki/Erdenet_power_station,50,operating,Export-Import Bank of China,Governmental policy institution,China,CN,35.86166,104.195397,loan,closed,2016,51800000,,,Ministry of Mineral Resources and Energy,,49.0408,104.098,46.862496,103.846656
G102678,Russia,Erkovetskaya power station ,Erkovetskaya power station,Erkovetskaya power station,https://www.gem.wiki/Erkovetskaya_power_station,1000,shelved,Inter RAO,Government-owned commercial institution,Russia,RU,61.52401,105.318756,equity,financing,,,,,"Inter RAO (majority), SGCC",Ivanovsky,50.316,128.447,61.52401,105.318756
G102678,Russia,Erkovetskaya power station ,Erkovetskaya power station,Erkovetskaya power station,https://www.gem.wiki/Erkovetskaya_power_station,1000,shelved,Vnesheconombank,Governmental policy institution,Russia,RU,61.52401,105.318756,loan,financing,,,,,"Inter RAO (majority), SGCC",Ivanovsky,50.316,128.447,61.52401,105.318756
G102704,Pakistan,Faisalabad Sitara Chemical power plant Unit 1,Faisalabad Sitara Chemical power plant,Faisalabad Sitara Chemical power plant,https://www.gem.wiki/Faisalabad_Sitara_Chemical_power_plant,40,operating,MCB Bank Ltd,Privately-owned commercial institution,Pakistan,PK,30.375321,69.345116,loan,closed,2014,4159333,,,Sitara Group,Faisalabad,31.52292,73.38822,30.375321,69.345116
G102704,Pakistan,Faisalabad Sitara Chemical power plant Unit 1,Faisalabad Sitara Chemical power plant,Faisalabad Sitara Chemical power plant,https://www.gem.wiki/Faisalabad_Sitara_Chemical_power_plant,40,operating,Meezan Bank,Privately-owned commercial institution,Pakistan,PK,30.375321,69.345116,loan,closed,2014,4159333,,,Sitara Group,Faisalabad,31.52292,73.38822,30.375321,69.345116
G102704,Pakistan,Faisalabad Sitara Chemical power plant Unit 1,Faisalabad Sitara Chemical power plant,Faisalabad Sitara Chemical power plant,https://www.gem.wiki/Faisalabad_Sitara_Chemical_power_plant,40,operating,United Bank Limited,Privately-owned commercial institution,Pakistan,PK,30.375321,69.345116,loan,closed,2014,4159333,,,Sitara Group,Faisalabad,31.52292,73.38822,30.375321,69.345116
G115064,Pakistan,Faisalabad Sitara Chemical power plant Unit 2,Faisalabad Sitara Chemical power plant,Faisalabad Sitara Chemical power plant,https://www.gem.wiki/Faisalabad_Sitara_Chemical_power_plant,40,construction,TBD,Unknown,N/A,#N/A,#N/A,#N/A,loan,financing,,,,,Sitara Group,Faisalabad,31.52292,73.38822,30.375321,69.345116
G102720,Pakistan,Fauji Fertilizer power station ,Fauji Fertilizer power station,Fauji Fertilizer power station,https://www.gem.wiki/Fauji_Fertilizer_power_station,118,operating,FFBL Power Company Limited,Government-owned commercial institution,Pakistan,PK,30.375321,69.345116,equity,closed,2015,81480000,,,Fauji Foundation,Karachi,24.83309,67.41962,30.375321,69.345116
G102881,Bosnia and Herzegovina,Gacko Thermal Power Plant Unit 2,Gacko Thermal Power Plant,Gacko Thermal Power Plant,https://www.gem.wiki/Gacko_Thermal_Power_Plant,350,shelved,China Machinery Engineering Corporation (CMEC),Government-owned commercial institution,China,CN,35.86166,104.195397,loan,financing,,,China Machinery Engineering Corporation (CMEC),,Elektroprivreda Republike Srpske,,43.17226,18.51273,43.915886,17.679076
G102881,Bosnia and Herzegovina,Gacko Thermal Power Plant Unit 2,Gacko Thermal Power Plant,Gacko Thermal Power Plant,https://www.gem.wiki/Gacko_Thermal_Power_Plant,350,shelved,Emerging Markets Power Fund,Unknown,N/A,#N/A,#N/A,#N/A,loan,financing,,,China Machinery Engineering Corporation (CMEC),,Elektroprivreda Republike Srpske,,43.17226,18.51273,43.915886,17.679076
G102892,India,Gadarwara Super Thermal Power Project Unit 1,Gadarwara Super Thermal Power Project,Gadarwara Super Thermal Power Project,https://www.gem.wiki/Gadarwara_Super_Thermal_Power_Project,800,operating,NTPC,Government-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2017,465520000,,,NTPC,Narsinghpur,22.86175,78.86613,20.593684,78.96288
G102893,India,Gadarwara Super Thermal Power Project Unit 2,Gadarwara Super Thermal Power Project,Gadarwara Super Thermal Power Project,https://www.gem.wiki/Gadarwara_Super_Thermal_Power_Project,800,operating,NTPC,Government-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2017,465520000,,,NTPC,Narsinghpur,22.86175,78.86613,20.593684,78.96288
G107141,Pakistan,Muzaffargarh sugar mill power station Unit 1,Muzaffargarh sugar mill power station,Muzaffargarh sugar mill power station,https://www.gem.wiki/Muzaffargarh_sugar_mill_power_station,60,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2017,129065000,,,Fatima Group,Muzaffargarh,30.29455,70.96697,30.375321,69.345116
G113068,Pakistan,Muzaffargarh sugar mill power station Unit 2,Muzaffargarh sugar mill power station,Muzaffargarh sugar mill power station,https://www.gem.wiki/Muzaffargarh_sugar_mill_power_station,60,operating,N/A,Unknown,N/A,#N/A,#N/A,#N/A,loan,closed,2017,129065000,,,Fatima Group,Muzaffargarh,30.29455,70.96697,30.375321,69.345116
G103009,India,Ghatampur power station Unit 1,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2017,45368790,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103010,India,Ghatampur power station Unit 2,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2017,45368790,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103011,India,Ghatampur power station Unit 3,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2017,45368790,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103009,India,Ghatampur power station Unit 1,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103010,India,Ghatampur power station Unit 2,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103011,India,Ghatampur power station Unit 3,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103009,India,Ghatampur power station Unit 1,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103010,India,Ghatampur power station Unit 2,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103011,India,Ghatampur power station Unit 3,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103009,India,Ghatampur power station Unit 1,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103010,India,Ghatampur power station Unit 2,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G103011,India,Ghatampur power station Unit 3,Ghatampur power station,Ghatampur power station,https://www.gem.wiki/Ghatampur_power_station,660,construction,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2018,192222222,,,NLC India [51%]; UPRVUNL [49%],Kanpur Nagar,25.975,80.1889,20.593684,78.96288
G113900,South Korea,Gimcheon CHP power station Unit 1,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,NongHyup Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,4117790,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G114163,South Korea,Gimcheon CHP power station Unit 2,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,NongHyup Life Insurance,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,4117790,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G113900,South Korea,Gimcheon CHP power station Unit 1,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,National Agricultural Cooperative Federation,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,4575323,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G114163,South Korea,Gimcheon CHP power station Unit 2,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,National Agricultural Cooperative Federation,Privately-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,4575323,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G113900,South Korea,Gimcheon CHP power station Unit 1,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,KDB Infrastructure Investments Asset Management,Government-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,8465734,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G114163,South Korea,Gimcheon CHP power station Unit 2,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,KDB Infrastructure Investments Asset Management,Government-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,8465734,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G113900,South Korea,Gimcheon CHP power station Unit 1,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,Industrial Bank of Korea,Government-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,17386695,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G114163,South Korea,Gimcheon CHP power station Unit 2,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,Industrial Bank of Korea,Government-owned commercial institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,17386695,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G113900,South Korea,Gimcheon CHP power station Unit 1,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,Korea Development Bank,Governmental policy institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,39354220,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G114163,South Korea,Gimcheon CHP power station Unit 2,Gimcheon CHP power station,Gimcheon CHP power station,https://www.gem.wiki/Gimcheon_CHP_power_station,30,operating,Korea Development Bank,Governmental policy institution,South Korea,KR,35.907757,127.766922,loan,closed,2012,39354220,,,Gimcheon Energy,,36.15614,128.1269,35.907757,127.766922
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,DZ Bank,Privately-owned commercial institution,Germany,DE,51.165691,10.451526,loan,closed,2010,61110000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,NIBC Bank,Privately-owned commercial institution,Netherlands,NL,52.132633,5.291266,loan,closed,2010,61110000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,Skandinaviska Enskilda Banken,Privately-owned commercial institution,Sweden,SE,60.128161,18.643501,loan,closed,2010,67900000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,UniCredit,Privately-owned commercial institution,Italy,IT,41.87194,12.56738,loan,closed,2010,67900000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,BayernLB,Government-owned commercial institution,Germany,DE,51.165691,10.451526,loan,closed,2010,81480000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,Deutsche Bank,Privately-owned commercial institution,Germany,DE,51.165691,10.451526,loan,closed,2010,81480000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,Helaba,Government-owned commercial institution,Germany,DE,51.165691,10.451526,loan,closed,2010,81480000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,Caja Madrid,Privately-owned commercial institution,Spain,ES,40.463667,-3.74922,loan,closed,2010,88270000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,Commerzbank,Privately-owned commercial institution,Germany,DE,51.165691,10.451526,loan,closed,2010,101850000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,Landesbank Baden-Wurttemberg,Government-owned commercial institution,Germany,DE,51.165691,10.451526,refinancing loan,closed,2018,185460000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,KfW,Governmental policy institution,Germany,DE,51.165691,10.451526,loan,closed,2010,190110000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103042,Germany,GKM (Mannheim) power station Unit 9,GKM (Mannheim) power station,GKM (Mannheim) power station,https://www.gem.wiki/GKM_(Mannheim)_power_station,912,operating,Landesbank Baden-Wurttemberg,Government-owned commercial institution,Germany,DE,51.165691,10.451526,loan,closed,2010,203690000,,,"RWE (40%), EnBW (32%), MVV Energie (50,1% City of Mannheim) (28%)",,49.44569,8.490444,51.165691,10.451526
G103073,India,Goindwal Sahib Thermal Power Plant Unit 1,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,10825000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103074,India,Goindwal Sahib Thermal Power Plant Unit 2,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,10825000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103073,India,Goindwal Sahib Thermal Power Plant Unit 1,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Karnataka Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,10825000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103074,India,Goindwal Sahib Thermal Power Plant Unit 2,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Karnataka Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,10825000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103073,India,Goindwal Sahib Thermal Power Plant Unit 1,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Indian Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,11815000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103074,India,Goindwal Sahib Thermal Power Plant Unit 2,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Indian Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,11815000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103073,India,Goindwal Sahib Thermal Power Plant Unit 1,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,11815000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103074,India,Goindwal Sahib Thermal Power Plant Unit 2,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,11815000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103073,India,Goindwal Sahib Thermal Power Plant Unit 1,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Punjab & Sind Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,16240000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103074,India,Goindwal Sahib Thermal Power Plant Unit 2,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Punjab & Sind Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,16240000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
G103073,India,Goindwal Sahib Thermal Power Plant Unit 1,Goindwal Sahib Thermal Power Plant,Goindwal Sahib Thermal Power Plant,https://www.gem.wiki/Goindwal_Sahib_Thermal_Power_Plant,270,operating,Bank of Baroda,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2010,16735000,,,GVK,Taran Taran,31.38414,75.1465,20.593684,78.96288
