tid,country,unit,unitname,target,region,subregion,fin_status,project_name,wiki,Domestic/International,megawatts,status,target_lat,target_lng,source_lat,source_lng,parent,subnational,financer,financer_type,finance_type,close_year,epc,dollars,source,sponsor,source_iso,target_country_lat,target_country_lng,target_country,Financier Country
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),11003333.333333334,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),11003333.333333334,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),11003333.333333334,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),11003333.333333334,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),11003333.333333334,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Overseas Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Overseas Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Overseas Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Overseas Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Overseas Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Indian Overseas Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Jammu & Kashmir Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),7335000.0,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Jammu & Kashmir Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),7335000.0,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Jammu & Kashmir Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),7335000.0,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Jammu & Kashmir Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),7335000.0,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Jammu & Kashmir Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),7335000.0,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Jammu & Kashmir Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),7335000.0,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,KSK Energy Ventures Limited,Privately-owned commercial institution,equity,2010,Shangdong Electric (SEPCO),118761666.66666667,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,KSK Energy Ventures Limited,Privately-owned commercial institution,equity,2010,Shangdong Electric (SEPCO),118761666.66666667,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,KSK Energy Ventures Limited,Privately-owned commercial institution,equity,2010,Shangdong Electric (SEPCO),118761666.66666667,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,KSK Energy Ventures Limited,Privately-owned commercial institution,equity,2010,Shangdong Electric (SEPCO),118761666.66666667,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,KSK Energy Ventures Limited,Privately-owned commercial institution,equity,2010,Shangdong Electric (SEPCO),118761666.66666667,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,KSK Energy Ventures Limited,Privately-owned commercial institution,equity,2010,Shangdong Electric (SEPCO),118761666.66666667,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Life Insurance Corporation of India,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Life Insurance Corporation of India,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Life Insurance Corporation of India,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Life Insurance Corporation of India,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Life Insurance Corporation of India,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Life Insurance Corporation of India,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Oriental Bank of Commerce,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Oriental Bank of Commerce,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Oriental Bank of Commerce,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Oriental Bank of Commerce,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Oriental Bank of Commerce,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Oriental Bank of Commerce,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),9170000.0,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Power Finance Corporation,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),69466666.66666667,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Power Finance Corporation,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),69466666.66666667,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Power Finance Corporation,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),69466666.66666667,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Power Finance Corporation,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),69466666.66666667,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Power Finance Corporation,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),69466666.66666667,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Power Finance Corporation,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),69466666.66666667,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab & Sind Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),3668333.3333333335,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab & Sind Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),3668333.3333333335,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab & Sind Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),3668333.3333333335,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab & Sind Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),3668333.3333333335,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab & Sind Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),3668333.3333333335,India,,,21.960296,82.409064,India,India
G100000105991,India,Unit 6,KSK Mahanadi Power Project Unit 6,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 6,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab & Sind Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),3668333.3333333335,India,,,21.960296,82.409064,India,India
G100000105986,India,Unit 1,KSK Mahanadi Power Project Unit 1,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 1,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab National Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105987,India,Unit 2,KSK Mahanadi Power Project Unit 2,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 2,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab National Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105988,India,Unit 3,KSK Mahanadi Power Project Unit 3,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 3,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,operating,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab National Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105989,India,Unit 4,KSK Mahanadi Power Project Unit 4,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 4,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab National Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
G100000105990,India,Unit 5,KSK Mahanadi Power Project Unit 5,KSK Mahanadi Power Project,Asia,Southern Asia,closed,KSK Mahanadi Power Project Unit 5,https://www.gem.wiki/KSK_Mahanadi_Power_Project,Domestic,600.0,construction,21.960296,82.409064,20.5937,78.9629,KSK Energy Ventures Ltd [100.0%],Chhattisgarh,Punjab National Bank,Government-owned commercial institution,loan,2010,Shangdong Electric (SEPCO),18338333.333333332,India,,,21.960296,82.409064,India,India
