tid,country,unit,unitname,target,region,subregion,fin_status,project_name,wiki,Domestic/International,megawatts,status,target_lat,target_lng,source_lat,source_lng,parent,subnational,financer,financer_type,finance_type,close_year,epc,dollars,source,sponsor,source_iso,target_country_lat,target_country_lng,target_country,Financier Country
G100000100007,Russia,Unit 4,Abakan power station Unit 4,Abakan power station,Europe,Eastern Europe,closed,Abakan power station Unit 4,https://www.gem.wiki/Abakan_power_station,International,136.0,operating,53.71913,91.32308,-40.0,71.0,Linetrust PTC Ltd,Khakassia,Eurasian Development Bank,Governmental policy institution,loan,2012,,123106304.0,Not found,,,53.71913,91.32308,Russia,Not found
G100000107820,India,Unit 1,Adani Godda power station Unit 1,Adani Godda power station,Asia,Southern Asia,closed,Adani Godda power station Unit 1,https://www.gem.wiki/Adani_Godda_power_station,International,800.0,operating,24.814107,87.135465,-40.0,71.0,Adani Power Ltd [100.0%],Jharkhand,Adani Group,Privately-owned commercial institution,equity,2019,SEPCO-3,101500000.0,Not found,,,24.814107,87.135465,India,Not found
G100000107821,India,Unit 2,Adani Godda power station Unit 2,Adani Godda power station,Asia,Southern Asia,closed,Adani Godda power station Unit 2,https://www.gem.wiki/Adani_Godda_power_station,International,800.0,operating,24.814107,87.135465,-40.0,71.0,Adani Power Ltd [100.0%],Jharkhand,Adani Group,Privately-owned commercial institution,equity,2019,SEPCO-3,101500000.0,Not found,,,24.814107,87.135465,India,Not found
G100000107820,India,Unit 1,Adani Godda power station Unit 1,Adani Godda power station,Asia,Southern Asia,closed,Adani Godda power station Unit 1,https://www.gem.wiki/Adani_Godda_power_station,Domestic,800.0,operating,24.814107,87.135465,20.5937,78.9629,Adani Power Ltd [100.0%],Jharkhand,Power Finance Corporation,Government-owned commercial institution,loan,2019,SEPCO-3,350000000.0,India,,,24.814107,87.135465,India,India
G100000107821,India,Unit 2,Adani Godda power station Unit 2,Adani Godda power station,Asia,Southern Asia,closed,Adani Godda power station Unit 2,https://www.gem.wiki/Adani_Godda_power_station,Domestic,800.0,operating,24.814107,87.135465,20.5937,78.9629,Adani Power Ltd [100.0%],Jharkhand,Power Finance Corporation,Government-owned commercial institution,loan,2019,SEPCO-3,350000000.0,India,,,24.814107,87.135465,India,India
G100000107820,India,Unit 1,Adani Godda power station Unit 1,Adani Godda power station,Asia,Southern Asia,closed,Adani Godda power station Unit 1,https://www.gem.wiki/Adani_Godda_power_station,Domestic,800.0,operating,24.814107,87.135465,20.5937,78.9629,Adani Power Ltd [100.0%],Jharkhand,Rural Electrification Corporation,Government-owned commercial institution,loan,2019,SEPCO-3,350000000.0,India,,,24.814107,87.135465,India,India
G100000107821,India,Unit 2,Adani Godda power station Unit 2,Adani Godda power station,Asia,Southern Asia,closed,Adani Godda power station Unit 2,https://www.gem.wiki/Adani_Godda_power_station,Domestic,800.0,operating,24.814107,87.135465,20.5937,78.9629,Adani Power Ltd [100.0%],Jharkhand,Rural Electrification Corporation,Government-owned commercial institution,loan,2019,SEPCO-3,350000000.0,India,,,24.814107,87.135465,India,India
G100000100034,India,Unit 1,Adani Raigarh Thermal Power Plant Unit 1,Adani Raigarh Thermal Power Plant,Asia,Southern Asia,closed,Adani Raigarh Thermal Power Plant Unit 1,https://www.gem.wiki/Adani_Raigarh_Thermal_Power_Plant,Domestic,600.0,operating,21.743775,83.274093,20.5937,78.9629,Adani Power Ltd [100.0%],Chhattisgarh,Aditya Birla Finance Limited,Privately-owned commercial institution,loan,nan,,,India,,,21.743775,83.274093,India,India
G100000100034,India,Unit 1,Adani Raigarh Thermal Power Plant Unit 1,Adani Raigarh Thermal Power Plant,Asia,Southern Asia,closed,Adani Raigarh Thermal Power Plant Unit 1,https://www.gem.wiki/Adani_Raigarh_Thermal_Power_Plant,Domestic,600.0,operating,21.743775,83.274093,20.5937,78.9629,Adani Power Ltd [100.0%],Chhattisgarh,Axis Bank,Privately-owned commercial institution,loan,nan,,,India,,,21.743775,83.274093,India,India
G100000100034,India,Unit 1,Adani Raigarh Thermal Power Plant Unit 1,Adani Raigarh Thermal Power Plant,Asia,Southern Asia,closed,Adani Raigarh Thermal Power Plant Unit 1,https://www.gem.wiki/Adani_Raigarh_Thermal_Power_Plant,Domestic,600.0,operating,21.743775,83.274093,20.5937,78.9629,Adani Power Ltd [100.0%],Chhattisgarh,Srei Infrastructure Finance Limited,Privately-owned commercial institution,loan,nan,,,India,,,21.743775,83.274093,India,India
G100000100034,India,Unit 1,Adani Raigarh Thermal Power Plant Unit 1,Adani Raigarh Thermal Power Plant,Asia,Southern Asia,closed,Adani Raigarh Thermal Power Plant Unit 1,https://www.gem.wiki/Adani_Raigarh_Thermal_Power_Plant,Domestic,600.0,operating,21.743775,83.274093,20.5937,78.9629,Adani Power Ltd [100.0%],Chhattisgarh,Yes Bank,Privately-owned commercial institution,loan,nan,,,India,,,21.743775,83.274093,India,India
G100000115748,Indonesia,Phase I,Adaro Aluminum Smelter power station Phase I,Adaro Aluminum Smelter power station,Asia,South-eastern Asia,closed,Adaro Aluminum Smelter power station Phase I,https://www.gem.wiki/Adaro_Aluminum_Smelter_power_station,Domestic,1100.0,pre-permit,2.528,117.858,-0.7893,113.9213,PT Adaro Power,North Kalimantan,Bank Central Asia,Privately-owned commercial institution,loan,2023,,133000000.0,Indonesia,,,2.528,117.858,Indonesia,Indonesia
G100000115748,Indonesia,Phase I,Adaro Aluminum Smelter power station Phase I,Adaro Aluminum Smelter power station,Asia,South-eastern Asia,closed,Adaro Aluminum Smelter power station Phase I,https://www.gem.wiki/Adaro_Aluminum_Smelter_power_station,Domestic,1100.0,pre-permit,2.528,117.858,-0.7893,113.9213,PT Adaro Power,North Kalimantan,Bank Mandiri,Government-owned commercial institution,loan,2023,,133000000.0,Indonesia,,,2.528,117.858,Indonesia,Indonesia
G100000115748,Indonesia,Phase I,Adaro Aluminum Smelter power station Phase I,Adaro Aluminum Smelter power station,Asia,South-eastern Asia,closed,Adaro Aluminum Smelter power station Phase I,https://www.gem.wiki/Adaro_Aluminum_Smelter_power_station,Domestic,1100.0,pre-permit,2.528,117.858,-0.7893,113.9213,PT Adaro Power,North Kalimantan,Bank Negara Indonesia,Government-owned commercial institution,loan,2023,,133000000.0,Indonesia,,,2.528,117.858,Indonesia,Indonesia
G100000115748,Indonesia,Phase I,Adaro Aluminum Smelter power station Phase I,Adaro Aluminum Smelter power station,Asia,South-eastern Asia,closed,Adaro Aluminum Smelter power station Phase I,https://www.gem.wiki/Adaro_Aluminum_Smelter_power_station,Domestic,1100.0,pre-permit,2.528,117.858,-0.7893,113.9213,PT Adaro Power,North Kalimantan,Bank Permata,Privately-owned commercial institution,loan,2023,,133000000.0,Indonesia,,,2.528,117.858,Indonesia,Indonesia
G100000115748,Indonesia,Phase I,Adaro Aluminum Smelter power station Phase I,Adaro Aluminum Smelter power station,Asia,South-eastern Asia,closed,Adaro Aluminum Smelter power station Phase I,https://www.gem.wiki/Adaro_Aluminum_Smelter_power_station,Domestic,1100.0,pre-permit,2.528,117.858,-0.7893,113.9213,PT Adaro Power,North Kalimantan,Bank Rakyat Indonesia,Government-owned commercial institution,loan,2023,,133000000.0,Indonesia,,,2.528,117.858,Indonesia,Indonesia
G100000100040,Indonesia,Unit 1,Adipala power station Unit 1,Adipala power station,Asia,South-eastern Asia,closed,Adipala power station Unit 1,https://www.gem.wiki/Adipala_power_station,International,660.0,operating,-7.685942,109.13756,35.8617,104.1954,PT PLN (Persero) [100.0%],Central Java,China Development Bank,Governmental policy institution,loan,2009,,625000000.0,China,,,-7.685942,109.13756,Indonesia,China
G100000100041,India,Unit 1,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 1,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Hindalco Industries Ltd,Privately-owned commercial institution,equity,2012,,89042408.83333333,India,,,21.740068,84.060592,India,India
G100000100042,India,Unit 2,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 2,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Hindalco Industries Ltd,Privately-owned commercial institution,equity,2012,,89042408.83333333,India,,,21.740068,84.060592,India,India
G100000100043,India,Unit 3,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 3,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Hindalco Industries Ltd,Privately-owned commercial institution,equity,2012,,89042408.83333333,India,,,21.740068,84.060592,India,India
G100000100044,India,Unit 4,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 4,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Hindalco Industries Ltd,Privately-owned commercial institution,equity,2012,,89042408.83333333,India,,,21.740068,84.060592,India,India
G100000100045,India,Unit 5,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 5,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Hindalco Industries Ltd,Privately-owned commercial institution,equity,2012,,89042408.83333333,India,,,21.740068,84.060592,India,India
G100000100046,India,Unit 6,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 6,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Hindalco Industries Ltd,Privately-owned commercial institution,equity,2012,,89042408.83333333,India,,,21.740068,84.060592,India,India
G100000100041,India,Unit 1,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 1,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100042,India,Unit 2,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 2,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100043,India,Unit 3,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 3,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100044,India,Unit 4,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 4,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100045,India,Unit 5,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 5,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100046,India,Unit 6,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 6,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,Industrial Development Bank of India (IDBI),Governmental policy institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100041,India,Unit 1,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 1,https://www.gem.wiki/Aditya_Aluminium_power_station,International,150.0,operating,21.740068,84.060592,-40.0,71.0,Hindalco Industries Ltd [100.0%],Odisha,,Not found,loan,2012,,112998676.33333333,Not found,,,21.740068,84.060592,India,Not found
G100000100042,India,Unit 2,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 2,https://www.gem.wiki/Aditya_Aluminium_power_station,International,150.0,operating,21.740068,84.060592,-40.0,71.0,Hindalco Industries Ltd [100.0%],Odisha,,Not found,loan,2012,,112998676.33333333,Not found,,,21.740068,84.060592,India,Not found
G100000100043,India,Unit 3,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 3,https://www.gem.wiki/Aditya_Aluminium_power_station,International,150.0,operating,21.740068,84.060592,-40.0,71.0,Hindalco Industries Ltd [100.0%],Odisha,,Not found,loan,2012,,112998676.33333333,Not found,,,21.740068,84.060592,India,Not found
G100000100044,India,Unit 4,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 4,https://www.gem.wiki/Aditya_Aluminium_power_station,International,150.0,operating,21.740068,84.060592,-40.0,71.0,Hindalco Industries Ltd [100.0%],Odisha,,Not found,loan,2012,,112998676.33333333,Not found,,,21.740068,84.060592,India,Not found
G100000100045,India,Unit 5,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 5,https://www.gem.wiki/Aditya_Aluminium_power_station,International,150.0,operating,21.740068,84.060592,-40.0,71.0,Hindalco Industries Ltd [100.0%],Odisha,,Not found,loan,2012,,112998676.33333333,Not found,,,21.740068,84.060592,India,Not found
G100000100046,India,Unit 6,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 6,https://www.gem.wiki/Aditya_Aluminium_power_station,International,150.0,operating,21.740068,84.060592,-40.0,71.0,Hindalco Industries Ltd [100.0%],Odisha,,Not found,loan,2012,,112998676.33333333,Not found,,,21.740068,84.060592,India,Not found
G100000100041,India,Unit 1,Aditya Aluminium power station Unit 1,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 1,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,SBI Capital Markets,Government-owned commercial institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100042,India,Unit 2,Aditya Aluminium power station Unit 2,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 2,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,SBI Capital Markets,Government-owned commercial institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100043,India,Unit 3,Aditya Aluminium power station Unit 3,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 3,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,SBI Capital Markets,Government-owned commercial institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100044,India,Unit 4,Aditya Aluminium power station Unit 4,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 4,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,SBI Capital Markets,Government-owned commercial institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100045,India,Unit 5,Aditya Aluminium power station Unit 5,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 5,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,SBI Capital Markets,Government-owned commercial institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000100046,India,Unit 6,Aditya Aluminium power station Unit 6,Aditya Aluminium power station,Asia,Southern Asia,closed,Aditya Aluminium power station Unit 6,https://www.gem.wiki/Aditya_Aluminium_power_station,Domestic,150.0,operating,21.740068,84.060592,20.5937,78.9629,Hindalco Industries Ltd [100.0%],Odisha,SBI Capital Markets,Government-owned commercial institution,loan,2012,,56499338.166666664,India,,,21.740068,84.060592,India,India
G100000114022,Türkiye,Unit C1,Afşin-Elbistan power stations Unit C1,Afşin-Elbistan power stations,Asia,Western Asia,financing,Afşin-Elbistan power stations Unit C1,https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations,International,600.0,shelved,38.350818,37.00706,-40.0,71.0,Electricity Generation Company (Türkiye) AŞ [100.0%],Kahramanmaraş,,Not found,equity,nan,,,Not found,,,38.350818,37.00706,Türkiye,Not found
G100000114522,Türkiye,Unit C2,Afşin-Elbistan power stations Unit C2,Afşin-Elbistan power stations,Asia,Western Asia,financing,Afşin-Elbistan power stations Unit C2,https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations,International,600.0,shelved,38.350818,37.00706,-40.0,71.0,Electricity Generation Company (Türkiye) AŞ [100.0%],Kahramanmaraş,,Not found,equity,nan,,,Not found,,,38.350818,37.00706,Türkiye,Not found
G100000114523,Türkiye,Unit C3,Afşin-Elbistan power stations Unit C3,Afşin-Elbistan power stations,Asia,Western Asia,financing,Afşin-Elbistan power stations Unit C3,https://www.gem.wiki/Af%C5%9Fin-Elbistan_power_stations,International,600.0,shelved,38.350818,37.00706,-40.0,71.0,Electricity Generation Company (Türkiye) AŞ [100.0%],Kahramanmaraş,,Not found,equity,nan,,,Not found,,,38.350818,37.00706,Türkiye,Not found
G100001000229,Kazakhstan,Unit 9,Aksu power station Unit 9,Aksu power station,Asia,Central Asia,unknown,Aksu power station Unit 9,https://www.gem.wiki/Aksu_power_station,Not found,325.0,announced,52.120048,76.875002,-40.0,71.0,Eurasian Resources Group SARL [100.0%],Pavlodar,,Not found,not found,nan,,,Not found,,,52.120048,76.875002,Kazakhstan,Not found
G100000100166,India,Phase I Unit 1,Amravati Thermal Power Project Phase I Unit 1,Amravati Thermal Power Project,Asia,Southern Asia,closed,Amravati Thermal Power Project Phase I Unit 1,https://www.gem.wiki/Amravati_Thermal_Power_Project,Domestic,270.0,operating,21.080316,77.901242,20.5937,78.9629,RattanIndia Power Ltd [100.0%],Maharashtra,SBI Capital Markets,Government-owned commercial institution,loan,2015,,7568000.0,India,,,21.080316,77.901242,India,India
G100000100167,India,Phase I Unit 2,Amravati Thermal Power Project Phase I Unit 2,Amravati Thermal Power Project,Asia,Southern Asia,closed,Amravati Thermal Power Project Phase I Unit 2,https://www.gem.wiki/Amravati_Thermal_Power_Project,Domestic,270.0,operating,21.080316,77.901242,20.5937,78.9629,RattanIndia Power Ltd [100.0%],Maharashtra,SBI Capital Markets,Government-owned commercial institution,loan,2015,,7568000.0,India,,,21.080316,77.901242,India,India
G100000100168,India,Phase I Unit 3,Amravati Thermal Power Project Phase I Unit 3,Amravati Thermal Power Project,Asia,Southern Asia,closed,Amravati Thermal Power Project Phase I Unit 3,https://www.gem.wiki/Amravati_Thermal_Power_Project,Domestic,270.0,operating,21.080316,77.901242,20.5937,78.9629,RattanIndia Power Ltd [100.0%],Maharashtra,SBI Capital Markets,Government-owned commercial institution,loan,2015,,7568000.0,India,,,21.080316,77.901242,India,India
G100000100169,India,Phase I Unit 4,Amravati Thermal Power Project Phase I Unit 4,Amravati Thermal Power Project,Asia,Southern Asia,closed,Amravati Thermal Power Project Phase I Unit 4,https://www.gem.wiki/Amravati_Thermal_Power_Project,Domestic,270.0,operating,21.080316,77.901242,20.5937,78.9629,RattanIndia Power Ltd [100.0%],Maharashtra,SBI Capital Markets,Government-owned commercial institution,loan,2015,,7568000.0,India,,,21.080316,77.901242,India,India
G100000100170,India,Phase I Unit 5,Amravati Thermal Power Project Phase I Unit 5,Amravati Thermal Power Project,Asia,Southern Asia,closed,Amravati Thermal Power Project Phase I Unit 5,https://www.gem.wiki/Amravati_Thermal_Power_Project,Domestic,270.0,operating,21.080316,77.901242,20.5937,78.9629,RattanIndia Power Ltd [100.0%],Maharashtra,SBI Capital Markets,Government-owned commercial institution,loan,2015,,7568000.0,India,,,21.080316,77.901242,India,India
G100000100188,Vietnam,Unit 1,An Khanh - Bac Giang power station Unit 1,An Khanh - Bac Giang power station,Asia,South-eastern Asia,stopped,An Khanh - Bac Giang power station Unit 1,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,International,325.0,pre-permit,21.23238,106.35375,35.8617,104.1954,China Energy Engineering Corp Ltd; China Power Engineering Consulting Group North China Electric Power Design Institute Co Ltd; Shenzhen Energy Group Co Ltd,Bac Giang,China Development Bank,Governmental policy institution,loan,nan,,,China,,,21.23238,106.35375,Vietnam,China
G100000100189,Vietnam,Unit 2,An Khanh - Bac Giang power station Unit 2,An Khanh - Bac Giang power station,Asia,South-eastern Asia,stopped,An Khanh - Bac Giang power station Unit 2,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,International,325.0,pre-permit,21.23238,106.35375,35.8617,104.1954,China Energy Engineering Corp Ltd; China Power Engineering Consulting Group North China Electric Power Design Institute Co Ltd; Shenzhen Energy Group Co Ltd,Bac Giang,China Development Bank,Governmental policy institution,loan,nan,,,China,,,21.23238,106.35375,Vietnam,China
G100000100188,Vietnam,Unit 1,An Khanh - Bac Giang power station Unit 1,An Khanh - Bac Giang power station,Asia,South-eastern Asia,stopped,An Khanh - Bac Giang power station Unit 1,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,International,325.0,pre-permit,21.23238,106.35375,35.8617,104.1954,China Energy Engineering Corp Ltd; China Power Engineering Consulting Group North China Electric Power Design Institute Co Ltd; Shenzhen Energy Group Co Ltd,Bac Giang,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,loan,nan,,,China,,,21.23238,106.35375,Vietnam,China
G100000100189,Vietnam,Unit 2,An Khanh - Bac Giang power station Unit 2,An Khanh - Bac Giang power station,Asia,South-eastern Asia,stopped,An Khanh - Bac Giang power station Unit 2,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,International,325.0,pre-permit,21.23238,106.35375,35.8617,104.1954,China Energy Engineering Corp Ltd; China Power Engineering Consulting Group North China Electric Power Design Institute Co Ltd; Shenzhen Energy Group Co Ltd,Bac Giang,Industrial and Commercial Bank of China (ICBC),Government-owned commercial institution,loan,nan,,,China,,,21.23238,106.35375,Vietnam,China
G100000100188,Vietnam,Unit 1,An Khanh - Bac Giang power station Unit 1,An Khanh - Bac Giang power station,Asia,South-eastern Asia,financing,An Khanh - Bac Giang power station Unit 1,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,International,325.0,pre-permit,21.23238,106.35375,14.0583,108.2772,China Energy Engineering Corp Ltd; China Power Engineering Consulting Group North China Electric Power Design Institute Co Ltd; Shenzhen Energy Group Co Ltd,Bac Giang,MB Bank,Government-owned commercial institution,loan,nan,,,Vietnam,,,21.23238,106.35375,Vietnam,Vietnam
G100000100189,Vietnam,Unit 2,An Khanh - Bac Giang power station Unit 2,An Khanh - Bac Giang power station,Asia,South-eastern Asia,financing,An Khanh - Bac Giang power station Unit 2,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,International,325.0,pre-permit,21.23238,106.35375,14.0583,108.2772,China Energy Engineering Corp Ltd; China Power Engineering Consulting Group North China Electric Power Design Institute Co Ltd; Shenzhen Energy Group Co Ltd,Bac Giang,MB Bank,Government-owned commercial institution,loan,nan,,,Vietnam,,,21.23238,106.35375,Vietnam,Vietnam
G100000100188,Vietnam,Unit 1,An Khanh - Bac Giang power station Unit 1,An Khanh - Bac Giang power station,Asia,South-eastern Asia,financing,An Khanh - Bac Giang power station Unit 1,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,International,325.0,pre-permit,21.23238,106.35375,-40.0,71.0,China Energy Engineering Corp Ltd; China Power Engineering Consulting Group North China Electric Power Design Institute Co Ltd; Shenzhen Energy Group Co Ltd,Bac Giang,,Not found,loan,nan,,,Not found,,,21.23238,106.35375,Vietnam,Not found
G100000100189,Vietnam,Unit 2,An Khanh - Bac Giang power station Unit 2,An Khanh - Bac Giang power station,Asia,South-eastern Asia,financing,An Khanh - Bac Giang power station Unit 2,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,International,325.0,pre-permit,21.23238,106.35375,-40.0,71.0,China Energy Engineering Corp Ltd; China Power Engineering Consulting Group North China Electric Power Design Institute Co Ltd; Shenzhen Energy Group Co Ltd,Bac Giang,,Not found,loan,nan,,,Not found,,,21.23238,106.35375,Vietnam,Not found
G100000100190,Vietnam,Phase 1 Unit 1,An Khanh power station Phase 1 Unit 1,An Khanh power station,Asia,South-eastern Asia,closed,An Khanh power station Phase 1 Unit 1,https://www.gem.wiki/An_Khanh_power_station,Domestic,50.0,operating,21.596912,105.766609,14.0583,108.2772,An Khanh Group,Thai Nguyen,An Khanh Electricity,Privately-owned commercial institution,equity,2011,,12500000.0,Vietnam,,,21.596912,105.766609,Vietnam,Vietnam
G100000100191,Vietnam,Phase 1 Unit 2,An Khanh power station Phase 1 Unit 2,An Khanh power station,Asia,South-eastern Asia,closed,An Khanh power station Phase 1 Unit 2,https://www.gem.wiki/An_Khanh_power_station,Domestic,50.0,operating,21.596912,105.766609,14.0583,108.2772,An Khanh Group,Thai Nguyen,An Khanh Electricity,Privately-owned commercial institution,equity,2011,,12500000.0,Vietnam,,,21.596912,105.766609,Vietnam,Vietnam
G100000100190,Vietnam,Phase 1 Unit 1,An Khanh power station Phase 1 Unit 1,An Khanh power station,Asia,South-eastern Asia,closed,An Khanh power station Phase 1 Unit 1,https://www.gem.wiki/An_Khanh_power_station,Domestic,50.0,operating,21.596912,105.766609,14.0583,108.2772,An Khanh Group,Thai Nguyen,Bank for Investment and Development of Vietnam,Government-owned commercial institution,loan,2011,,12500000.0,Vietnam,,,21.596912,105.766609,Vietnam,Vietnam
G100000100191,Vietnam,Phase 1 Unit 2,An Khanh power station Phase 1 Unit 2,An Khanh power station,Asia,South-eastern Asia,closed,An Khanh power station Phase 1 Unit 2,https://www.gem.wiki/An_Khanh_power_station,Domestic,50.0,operating,21.596912,105.766609,14.0583,108.2772,An Khanh Group,Thai Nguyen,Bank for Investment and Development of Vietnam,Government-owned commercial institution,loan,2011,,12500000.0,Vietnam,,,21.596912,105.766609,Vietnam,Vietnam
